462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632,633,634,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,741,742,743,744,745,746,747,748,749,750,751,752,753,754,755,756,757,758,759,760,761,762,763,764,765,766,767,768,769,770,771,772,773,774,775,776,777,778,779,780,781,782,783,784,785,786,787,788,789,790,791,792,793,794,795,796,797,798,799,800,801,802,803,804,805,806,807,808,809,810,811,812,813,814,815,816,817,818,819,820,821,822,823,824,825,826,827,828,829,830,831,832,833,834,835,836,837,838,839,840,841,842,843,844,845,846,847,848,849,850,851,852,853,854,855,856,857,858,859,860,861,862,863,864,865,866,867,868,869,870,871,872,873,874,875,876,877,878,879,880,881,882,883,884,885,886,887,888,889,890,891,892,893,894,895,896,897,898,899,900,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,917,918,919,920,921
80,-2.28341e+08,-4.05828e+08,-5.39924e+08,-6.3723e+08,-7.03564e+08,-7.44042e+08,-7.63137e+08,-7.64763e+08,-7.52317e+08,-7.28743e+08,-6.96568e+08,-6.57972e+08,-6.14802e+08,-5.68619e+08,-5.20737e+08,-4.72247e+08,-4.24042e+08,-3.76848e+08,-3.31234e+08,-2.87654e+08,-2.4644e+08,-2.0783e+08,-1.71987e+08,-1.39e+08,-1.08902e+08,-8.16774e+07,-5.72715e+07,-3.56005e+07,-1.65531e+07,81,1.42022e+07,2.62065e+07,3.61722e+07,4.42617e+07,5.06369e+07,5.54589e+07,5.88846e+07,6.10656e+07,6.21476e+07,6.2269e+07,6.15601e+07,6.01437e+07,5.81329e+07,5.56331e+07,5.27408e+07,4.95438e+07,4.61212e+07,4.25444e+07,3.88771e+07,3.51747e+07,3.14863e+07,2.78542e+07,2.43137e+07,2.08958e+07,1.76248e+07,1.45208e+07,1.15989e+07,8.87062e+06,6.34354e+06,4.02216e+06,1.90797e+06,82,-1.70469e+06,-3.2114e+06,-4.52658e+06,-5.65816e+06,-6.61516e+06,-7.40732e+06,-8.04498e+06,-8.53906e+06,-8.90067e+06,-9.14082e+06,-9.27097e+06,-9.30199e+06,-9.24476e+06,-9.10977e+06,-8.90708e+06,-8.64627e+06,-8.33666e+06,-7.98667e+06,-7.60444e+06,-7.19742e+06,-6.77252e+06,-6.33587e+06,-5.89333e+06,-5.44994e+06,-5.01021e+06,-4.5782e+06,-4.15728e+06,-3.75046e+06,-3.36025e+06,-2.98863e+06,-2.63722e+06,-2.30726e+06,-1.99961e+06,-1.71477e+06,-1.453e+06,-1.21426e+06,-998264,-804553,-632452,-481137,-349668,-236979,-141934,-63330.8,81,49575.3,86437.4,111948,127373,133946,132865,125281,112287,94922.2,74154.2,50884.5,25942.1,83,-26011.1,-51732.3,-76547.1,-99992.7,-121678,-141277,-158531,-173241,-185265,-194517,-200959,-204598,-205487,-203708,-199379,-192653,-183695,-172700,-159876,-145442,-129629,-112669,-94799.5,-76256.9,-57275,-38080.1,-18891.7,81,18640.6,36602.7,53796.8,70068.7,85279.5,99308,112049,123416,133338,141763,148654,153991,157771,160004,160716,159943,157740,154166,149293,143205,135990,127743,118569,108572,97863.7,86556,74763,62597.6,50173.9,37603.3,24995.2,12454.7,84,-12020.1,-23766,-35067.8,-45846.2,-56028.6,-65549.1,-74349.4,-82378.9,-89594.6,-95960.2,-101448,-106038,-109719,-112482,-114330,-115271,-115321,-114499,-112833,-110355,-107101,-103113,-98435.9,-93118.8,-87213.6,-80775.5,-73860,-66526.3,-58832.3,-50839.9,-42607.1,-34195.1,-25663.1,-17069,-8469.59,80,8526.9,16820.6,24913.3,32760,40319,47551.2,54422.1,60900.2,66957.5,72569.3,77716,82380.4,86550.2,90215.3,93370.6,96014.5,98147.5,99774.7,100903,101545,101713,101422,100692,99544.7,98000.6,96085.1,93823.6,91243.7,88373.2,85240.8,81877.6,78311.7,74573.8,70694.3,66702.2,62627.5,58498.1,54342.2,50186.2,46056.3,41976.5,37970,34058.5,30261.9,26598.6,23085,19736.6,16566,13584.6,10802.1,8226.12,5862.45,3715.39,1787.29,79,-1410.31,-2682.94,-3742.67,-4594.64,-5245.2,-5701.89,-5973.32,-6069.06,-5999.43,-5775.6,-5409.19,-4912.55,-4298.16,-3578.98,-2767.98,-1878.32,-923.013,85,1133.04,2208.74,3300.14,4395.8,5484.65,6556.5,7601.6,8611.07,9576.47,10490.6,11346.9,12139.2,12862.6,13513.3,14087.6,14583.2,14998.2,15332,15584,15755.2,15846.6,15860,15798.2,15663.7,15460.4,15192.1,14863.2,14478.2,14042.3,13560.3,13037.9,12480.2,11892.8,11281.2,10650.7,10006.8,9354.54,8698.96,8044.86,7396.81,6758.98,6135.38,5529.64,4944.95,4384.25,3850.06,3344.53,2869.44,2426.18,2015.8,1638.93,1295.91,986.693,710.957,468.075,257.139,77,-73.7136,-196.567,-293.291,-365.755,-415.931,-445.884,-457.72,-453.575,-435.577,-405.839,-366.417,-319.297,-266.377,-209.446,-150.172,-90.0818,-30.5626,27.1552,82,133.062,179.596,221.016,256.895,286.955,311.065,329.224,341.561,348.309,349.805,346.465,338.777,327.283,312.567,295.232,275.896,255.176,233.668,211.945,190.541,169.941,150.578,132.824,116.985,103.3,91.9375,83,76.5217,72.4744,70.7716,71.2745,73.7993,78.1247,84,91.1545,99.306,108.169,117.466,126.929,136.316,145.407,154.018,162,169.241,175.67,181.255,186,189.945,193.16,195.736,197.787,199.435,200.806,202.024,203.201,204.435,205.798,207.339,209.077,211.003,213.078,215.24,217.408,219.486,221.38,223,224.276,225.167,225.673,225.841,225.774,225.631,225.621,226,227.049,229.054,232.271,236.892,243,250.522,259.19,268.5,277.705,285.818,291.683,294.098,292.037,285.003,273.545,260,249.51,251.4,281
