4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.9,11,11.1,11.2,11.3,11.4,11.5,11.6,11.7,11.8,11.9,12,12.1,12.2,12.3,12.4,12.5,12.6,12.7,12.8,12.9,13,13.1,13.2,13.3,13.4,13.5,13.6,13.7,13.8,13.9,14
4.26,-0.135472,-2.36418,-3.04396,-2.66647,-1.61699,-0.191496,1.3881,2.96088,4.41541,5.67999,6.7142,7.50178,8.04457,8.3575,8.46447,8.39492,8.18119,7.85633,7.45256,7.00001,6.52589,6.054,5.60438,5.19326,4.8331,4.53281,4.29798,4.13123,4.03262,4,4.02942,4.11554,4.25195,4.43156,4.64688,4.8903,5.15429,5.43165,5.71561,5.99999,6.27924,6.54854,6.80379,7.04161,7.25937,7.4551,7.62749,7.77581,7.89988,8,8.07689,8.13167,8.16576,8.18089,8.17905,8.16247,8.13356,8.09495,8.04944,8,7.94972,7.90185,7.85972,7.82671,7.80621,7.80155,7.8159,7.85216,7.91287,8.00001,8.11484,8.25773,8.42797,8.62352,8.84082,9.0746,9.31768,9.56085,9.79278,10,10.1671,10.2768,10.3104,10.2488,10.0726,9.7642,9.3086,8.6959,7.92363,6.99985,5.94694,4.80616,3.64304,2.55377,1.6728,1.18152,1.31851,2.39124,4.78957,9.00101
