0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30,30.5,31,31.5,32,32.5,33,33.5,34,34.5,35,35.5,36,36.5,37,37.5,38
0.99987,3.69914,2.83197,1.66204,0.99997,0.799274,0.833791,0.928726,1,1.02877,1.02695,1.01294,0.99997,0.993527,0.993314,0.996428,0.99988,1.00189,1.0021,1.00107,0.99973,0.998795,0.998566,0.998929,0.99953,0.999993,1.00009,0.999791,0.99927,0.99877,0.99851,0.998593,0.99897,0.999476,0.999893,1.00004,0.999846,0.999363,0.998762,0.998262,0.99805,0.998207,0.998673,0.999258,0.999705,0.999781,0.999371,0.998536,0.99751,0.996629,0.996203,0.996381,0.99705,0.997839,0.998235,0.997813,0.9965,0.994755,0.993536,0.993957,0.99664,1.00097,1.00461,1.00386,0.99533,0.978953,0.961714,0.959714,0.99472,1.08011,1.19237,1.23153,0.99333,0.217751,-1.1412,-2.13615,0.99326
